# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2020-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 46.8000
# Longitude (positive East, ISO 19115): 9.8300
# Altitude (m): 1610.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-09-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-01-07T00:00:00.0/2020-01-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T01:00:00.0/2020-01-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T02:00:00.0/2020-01-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T03:00:00.0/2020-01-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T04:00:00.0/2020-01-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T05:00:00.0/2020-01-07T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T06:00:00.0/2020-01-07T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T07:00:00.0/2020-01-07T08:00:00.0;67.3317;35.7036;23.3287;12.3748;307.8631;35.7036;23.3287;12.3748;307.8631;0.6833
2020-01-07T08:00:00.0/2020-01-07T09:00:00.0;245.7704;166.6605;131.5627;35.0978;742.5453;131.6958;63.2831;68.4127;410.3956;1.0000
2020-01-07T09:00:00.0/2020-01-07T10:00:00.0;384.3341;284.7474;239.1913;45.5561;874.1247;184.0526;113.4654;70.5872;436.8813;1.0000
2020-01-07T10:00:00.0/2020-01-07T11:00:00.0;470.0754;360.4044;310.2421;50.1623;928.7994;233.3386;85.0307;148.3079;261.7538;1.0000
2020-01-07T11:00:00.0/2020-01-07T12:00:00.0;497.1546;384.6364;333.3981;51.2383;944.0861;100.6410;4.4830;96.1580;12.7491;1.0000
2020-01-07T12:00:00.0/2020-01-07T13:00:00.0;463.7285;355.2053;306.0248;49.1805;928.6756;224.4646;56.7382;167.7263;177.4383;1.0000
2020-01-07T13:00:00.0/2020-01-07T14:00:00.0;372.0759;275.0846;231.4607;43.6239;873.5164;260.3104;202.5120;57.7984;774.9056;1.0000
2020-01-07T14:00:00.0/2020-01-07T15:00:00.0;228.4428;153.5518;120.9085;32.6433;731.4450;153.5518;120.9085;32.6433;731.4450;1.0000
2020-01-07T15:00:00.0/2020-01-07T16:00:00.0;51.3703;26.5169;16.9388;9.5781;252.3724;26.5169;16.9388;9.5781;252.3724;0.8000
2020-01-07T16:00:00.0/2020-01-07T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T17:00:00.0/2020-01-07T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T18:00:00.0/2020-01-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T19:00:00.0/2020-01-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T20:00:00.0/2020-01-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T21:00:00.0/2020-01-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T22:00:00.0/2020-01-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T23:00:00.0/2020-01-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T00:00:00.0/2020-01-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T01:00:00.0/2020-01-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T02:00:00.0/2020-01-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T03:00:00.0/2020-01-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T04:00:00.0/2020-01-08T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T05:00:00.0/2020-01-08T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T06:00:00.0/2020-01-08T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T07:00:00.0/2020-01-08T08:00:00.0;68.2599;36.5609;23.7321;12.8288;309.4186;36.5609;23.7321;12.8288;309.4186;0.6833
2020-01-08T08:00:00.0/2020-01-08T09:00:00.0;247.3083;168.2039;132.9236;35.2803;745.7239;116.3857;62.6664;53.7192;364.1488;1.0000
2020-01-08T09:00:00.0/2020-01-08T10:00:00.0;386.3506;285.2444;239.7325;45.5119;871.7077;285.2444;239.7325;45.5119;871.7077;1.0000
2020-01-08T10:00:00.0/2020-01-08T11:00:00.0;472.5786;359.3901;308.6851;50.7051;919.2715;359.3901;308.6851;50.7051;919.2715;1.0000
2020-01-08T11:00:00.0/2020-01-08T12:00:00.0;500.1197;382.3372;329.8561;52.4811;928.4850;196.2744;105.0353;91.2391;295.9226;1.0000
2020-01-08T12:00:00.0/2020-01-08T13:00:00.0;467.0992;351.8222;300.3084;51.5138;904.5918;285.8385;202.2990;83.5395;615.4655;1.0000
2020-01-08T13:00:00.0/2020-01-08T14:00:00.0;375.7685;271.2502;224.1032;47.1471;836.9715;181.5350;81.7057;99.8293;278.8988;1.0000
2020-01-08T14:00:00.0/2020-01-08T15:00:00.0;232.3520;150.7703;114.3503;36.4200;678.2637;26.6227;0.2129;26.4098;0.9891;1.0000
2020-01-08T15:00:00.0/2020-01-08T16:00:00.0;54.2527;26.4650;15.3327;11.1324;218.7659;8.4261;0.0000;8.4261;0.0000;0.7917
2020-01-08T16:00:00.0/2020-01-08T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T17:00:00.0/2020-01-08T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T18:00:00.0/2020-01-08T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T19:00:00.0/2020-01-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T20:00:00.0/2020-01-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T21:00:00.0/2020-01-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T22:00:00.0/2020-01-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T23:00:00.0/2020-01-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T00:00:00.0/2020-01-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T01:00:00.0/2020-01-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T02:00:00.0/2020-01-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T03:00:00.0/2020-01-09T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T04:00:00.0/2020-01-09T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T05:00:00.0/2020-01-09T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T06:00:00.0/2020-01-09T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T07:00:00.0/2020-01-09T08:00:00.0;69.3254;34.8289;21.0636;13.7653;270.4181;34.8289;21.0636;13.7653;270.4181;0.6833
2020-01-09T08:00:00.0/2020-01-09T09:00:00.0;249.0153;162.6513;124.3526;38.2987;691.4052;162.6513;124.3526;38.2987;691.4052;1.0000
2020-01-09T09:00:00.0/2020-01-09T10:00:00.0;388.5345;279.2644;229.7243;49.5401;830.1960;279.2644;229.7243;49.5401;830.1960;1.0000
2020-01-09T10:00:00.0/2020-01-09T11:00:00.0;475.2447;354.9984;300.0340;54.9644;888.3552;354.9984;300.0340;54.9644;888.3552;1.0000
2020-01-09T11:00:00.0/2020-01-09T12:00:00.0;503.2406;380.3755;323.8145;56.5610;905.7906;380.3755;323.8145;56.5610;905.7906;1.0000
2020-01-09T12:00:00.0/2020-01-09T13:00:00.0;470.6166;352.4751;297.6656;54.8094;889.9888;352.4751;297.6656;54.8094;889.9888;1.0000
2020-01-09T13:00:00.0/2020-01-09T14:00:00.0;379.5974;274.0277;224.8326;49.1951;831.4500;274.0277;224.8326;49.1951;831.4500;1.0000
2020-01-09T14:00:00.0/2020-01-09T15:00:00.0;236.3864;154.4563;117.0722;37.3840;683.6381;150.5927;102.3189;48.2738;583.4047;1.0000
2020-01-09T15:00:00.0/2020-01-09T16:00:00.0;57.3287;28.4039;16.6957;11.7083;232.2111;28.4039;16.6957;11.7083;232.2111;0.7750
2020-01-09T16:00:00.0/2020-01-09T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T17:00:00.0/2020-01-09T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T18:00:00.0/2020-01-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T19:00:00.0/2020-01-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T20:00:00.0/2020-01-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T21:00:00.0/2020-01-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T22:00:00.0/2020-01-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T23:00:00.0/2020-01-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T00:00:00.0/2020-01-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T01:00:00.0/2020-01-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T02:00:00.0/2020-01-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T03:00:00.0/2020-01-10T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T04:00:00.0/2020-01-10T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T05:00:00.0/2020-01-10T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T06:00:00.0/2020-01-10T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T07:00:00.0/2020-01-10T08:00:00.0;70.5590;37.3455;24.1927;13.1528;310.4181;37.3455;24.1927;13.1528;310.4181;0.6750
2020-01-10T08:00:00.0/2020-01-10T09:00:00.0;250.8906;169.5441;133.8061;35.7381;739.7700;126.7335;94.6862;32.0473;544.7318;1.0000
2020-01-10T09:00:00.0/2020-01-10T10:00:00.0;390.8846;288.2368;242.2229;46.0139;870.3193;288.2368;242.2229;46.0139;870.3193;1.0000
2020-01-10T10:00:00.0/2020-01-10T11:00:00.0;478.0722;364.7050;313.6369;51.0681;923.1496;364.7050;313.6369;51.0681;923.1496;1.0000
2020-01-10T11:00:00.0/2020-01-10T12:00:00.0;506.5155;389.8882;337.2525;52.6357;937.2314;389.8882;337.2525;52.6357;937.2314;1.0000
2020-01-10T12:00:00.0/2020-01-10T13:00:00.0;474.2787;360.8735;309.0519;51.8216;916.7889;360.8735;309.0519;51.8216;916.7889;1.0000
2020-01-10T13:00:00.0/2020-01-10T14:00:00.0;383.5603;280.6446;232.7046;47.9400;851.5433;280.6446;232.7046;47.9400;851.5433;1.0000
2020-01-10T14:00:00.0/2020-01-10T15:00:00.0;240.5435;159.1661;121.5121;37.6539;697.4347;159.1661;121.5121;37.6539;697.4347;1.0000
2020-01-10T15:00:00.0/2020-01-10T16:00:00.0;60.5476;30.3520;17.8254;12.5267;240.1842;30.3520;17.8254;12.5267;240.1842;0.7667
2020-01-10T16:00:00.0/2020-01-10T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T17:00:00.0/2020-01-10T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T18:00:00.0/2020-01-10T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T19:00:00.0/2020-01-10T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T20:00:00.0/2020-01-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T21:00:00.0/2020-01-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T22:00:00.0/2020-01-10T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T23:00:00.0/2020-01-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T00:00:00.0/2020-01-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T01:00:00.0/2020-01-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T02:00:00.0/2020-01-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T03:00:00.0/2020-01-11T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T04:00:00.0/2020-01-11T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T05:00:00.0/2020-01-11T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T06:00:00.0/2020-01-11T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T07:00:00.0/2020-01-11T08:00:00.0;71.9229;38.7098;24.0442;14.6655;301.2136;38.7098;24.0442;14.6655;301.2136;0.6750
2020-01-11T08:00:00.0/2020-01-11T09:00:00.0;252.9337;175.5638;136.8011;38.7627;749.3466;175.5638;136.8011;38.7627;749.3466;1.0000
2020-01-11T09:00:00.0/2020-01-11T10:00:00.0;393.3999;298.8148;250.3572;48.4576;893.5630;298.8148;250.3572;48.4576;893.5630;1.0000
2020-01-11T10:00:00.0/2020-01-11T11:00:00.0;481.0594;378.7361;326.5343;52.2017;955.0123;378.7361;326.5343;52.2017;955.0123;1.0000
2020-01-11T11:00:00.0/2020-01-11T12:00:00.0;509.9423;407.2445;355.0098;52.2347;979.8925;407.2445;355.0098;52.2347;979.8925;1.0000
2020-01-11T12:00:00.0/2020-01-11T13:00:00.0;478.0831;379.9301;330.0928;49.8373;971.5071;379.9301;330.0928;49.8373;971.5071;1.0000
2020-01-11T13:00:00.0/2020-01-11T14:00:00.0;387.6547;298.7131;254.0061;44.7070;920.2939;298.7131;254.0061;44.7070;920.2939;1.0000
2020-01-11T14:00:00.0/2020-01-11T15:00:00.0;244.8208;173.9707;139.5493;34.4213;790.7935;173.9707;139.5493;34.4213;790.7935;1.0000
2020-01-11T15:00:00.0/2020-01-11T16:00:00.0;63.9355;36.0953;24.1434;11.9519;323.6742;36.0953;24.1434;11.9519;323.6742;0.7583
2020-01-11T16:00:00.0/2020-01-11T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T17:00:00.0/2020-01-11T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T18:00:00.0/2020-01-11T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T19:00:00.0/2020-01-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T20:00:00.0/2020-01-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T21:00:00.0/2020-01-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T22:00:00.0/2020-01-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T23:00:00.0/2020-01-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T00:00:00.0/2020-01-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T01:00:00.0/2020-01-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T02:00:00.0/2020-01-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T03:00:00.0/2020-01-12T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T04:00:00.0/2020-01-12T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T05:00:00.0/2020-01-12T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T06:00:00.0/2020-01-12T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T07:00:00.0/2020-01-12T08:00:00.0;73.4259;41.9479;28.4473;13.5006;360.9869;41.9479;28.4473;13.5006;360.9869;0.6750
2020-01-12T08:00:00.0/2020-01-12T09:00:00.0;255.1435;181.7312;146.4302;35.3010;797.4984;181.7312;146.4302;35.3010;797.4984;1.0000
2020-01-12T09:00:00.0/2020-01-12T10:00:00.0;396.0789;304.4996;259.0218;45.4777;918.6721;304.4996;259.0218;45.4777;918.6721;1.0000
2020-01-12T10:00:00.0/2020-01-12T11:00:00.0;484.2046;383.2325;332.2802;50.9522;965.5627;383.2325;332.2802;50.9522;965.5627;1.0000
2020-01-12T11:00:00.0/2020-01-12T12:00:00.0;513.5191;409.4633;356.3570;53.1063;976.6862;409.4633;356.3570;53.1063;976.6862;1.0000
2020-01-12T12:00:00.0/2020-01-12T13:00:00.0;482.0276;380.0300;327.1961;52.8339;954.9061;380.0300;327.1961;52.8339;954.9061;1.0000
2020-01-12T13:00:00.0/2020-01-12T14:00:00.0;391.8781;297.8674;248.5027;49.3647;890.1480;297.8674;248.5027;49.3647;890.1480;1.0000
2020-01-12T14:00:00.0/2020-01-12T15:00:00.0;249.2156;172.7874;133.3417;39.4457;740.3215;172.7874;133.3417;39.4457;740.3215;1.0000
2020-01-12T15:00:00.0/2020-01-12T16:00:00.0;67.4955;36.2286;21.9899;14.2388;284.3781;36.2286;21.9899;14.2388;284.3781;0.7500
2020-01-12T16:00:00.0/2020-01-12T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T17:00:00.0/2020-01-12T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T18:00:00.0/2020-01-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T19:00:00.0/2020-01-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T20:00:00.0/2020-01-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T21:00:00.0/2020-01-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T22:00:00.0/2020-01-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T23:00:00.0/2020-01-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T00:00:00.0/2020-01-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T01:00:00.0/2020-01-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T02:00:00.0/2020-01-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T03:00:00.0/2020-01-13T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T04:00:00.0/2020-01-13T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T05:00:00.0/2020-01-13T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T06:00:00.0/2020-01-13T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-13T07:00:00.0/2020-01-13T08:00:00.0;75.1214;41.8804;27.2369;14.6434;337.5312;41.8804;27.2369;14.6434;337.5312;0.6667
2020-01-13T08:00:00.0/2020-01-13T09:00:00.0;257.5192;180.6258;142.0892;38.5366;766.1125;163.9772;106.3353;57.6419;609.1309;1.0000
2020-01-13T09:00:00.0/2020-01-13T10:00:00.0;398.9203;302.9893;252.8063;50.1831;890.0819;273.9526;186.6337;87.3190;630.4667;1.0000
2020-01-13T10:00:00.0/2020-01-13T11:00:00.0;487.5061;381.4676;324.7043;56.7633;937.0866;337.2271;262.6165;74.6106;765.2737;1.0000
2020-01-13T11:00:00.0/2020-01-13T12:00:00.0;517.2437;407.3869;347.7148;59.6721;946.0598;143.2483;84.0575;59.1908;228.8901;1.0000
2020-01-13T12:00:00.0/2020-01-13T13:00:00.0;486.1096;378.1034;319.2846;58.8188;923.9331;93.5235;0.0130;93.5105;0.0398;1.0000
2020-01-13T13:00:00.0/2020-01-13T14:00:00.0;396.2278;296.6292;243.0647;53.5645;861.0266;226.4439;156.2083;70.2356;578.3660;1.0000
2020-01-13T14:00:00.0/2020-01-13T15:00:00.0;253.7255;172.6183;130.7762;41.8420;713.0678;121.2602;63.2514;58.0088;357.0901;1.0000
