# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2021-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 46.8000
# Longitude (positive East, ISO 19115): 9.8300
# Altitude (m): 1610.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-09-04
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-03-26T17:00:00.0/2020-03-26T18:00:00.0;46.9439;20.9241;10.3379;10.5862;135.2161;20.9241;10.3379;10.5862;135.2161;0.8417
2020-03-26T18:00:00.0/2020-03-26T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-26T19:00:00.0/2020-03-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-26T20:00:00.0/2020-03-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-26T21:00:00.0/2020-03-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-26T22:00:00.0/2020-03-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-26T23:00:00.0/2020-03-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T00:00:00.0/2020-03-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T01:00:00.0/2020-03-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T02:00:00.0/2020-03-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T03:00:00.0/2020-03-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T04:00:00.0/2020-03-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T05:00:00.0/2020-03-27T06:00:00.0;71.4572;35.4924;20.1879;15.3044;220.0088;35.4924;20.1879;15.3044;220.0088;0.7167
2020-03-27T06:00:00.0/2020-03-27T07:00:00.0;305.8553;206.6936;157.2522;49.4413;687.0407;206.6936;157.2522;49.4413;687.0407;1.0000
2020-03-27T07:00:00.0/2020-03-27T08:00:00.0;529.4990;400.5450;333.4790;67.0660;858.1348;400.5450;333.4790;67.0660;858.1348;1.0000
2020-03-27T08:00:00.0/2020-03-27T09:00:00.0;720.3680;572.1946;494.3942;77.8004;937.9413;572.1946;494.3942;77.8004;937.9413;1.0000
2020-03-27T09:00:00.0/2020-03-27T10:00:00.0;865.4690;703.8901;618.6722;85.2179;977.7739;703.8901;618.6722;85.2179;977.7739;1.0000
2020-03-27T10:00:00.0/2020-03-27T11:00:00.0;954.9298;784.7902;694.2795;90.5107;994.7032;732.4913;582.2025;150.2888;837.5349;1.0000
2020-03-27T11:00:00.0/2020-03-27T12:00:00.0;982.6731;809.0147;715.7733;93.2414;996.5670;575.7798;233.3201;342.4597;324.6909;1.0000
2020-03-27T12:00:00.0/2020-03-27T13:00:00.0;946.8308;774.5709;680.3182;94.2527;982.9023;545.3492;219.4719;325.8773;315.3902;1.0000
2020-03-27T13:00:00.0/2020-03-27T14:00:00.0;849.8713;684.1079;590.9604;93.1476;950.7874;599.1917;417.6843;181.5073;684.7993;1.0000
2020-03-27T14:00:00.0/2020-03-27T15:00:00.0;698.4308;544.8203;456.7366;88.0836;893.0574;511.4421;385.5185;125.9236;737.9509;1.0000
2020-03-27T15:00:00.0/2020-03-27T16:00:00.0;502.8597;368.5823;291.7762;76.8061;788.8021;163.8928;3.2074;160.6854;7.6671;1.0000
2020-03-27T16:00:00.0/2020-03-27T17:00:00.0;276.5162;174.7597;120.1198;54.6399;571.2573;93.2336;11.2051;82.0284;82.7732;1.0000
2020-03-27T17:00:00.0/2020-03-27T18:00:00.0;50.4202;21.6664;9.2911;12.3754;115.6105;21.6664;9.2911;12.3754;115.6105;0.8333
2020-03-27T18:00:00.0/2020-03-27T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T19:00:00.0/2020-03-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T20:00:00.0/2020-03-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T21:00:00.0/2020-03-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T22:00:00.0/2020-03-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-27T23:00:00.0/2020-03-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T00:00:00.0/2020-03-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T01:00:00.0/2020-03-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T02:00:00.0/2020-03-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T03:00:00.0/2020-03-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T04:00:00.0/2020-03-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T05:00:00.0/2020-03-28T06:00:00.0;77.6588;33.3310;12.6916;20.6394;127.4165;5.9006;0.3959;5.5048;2.8596;0.7000
2020-03-28T06:00:00.0/2020-03-28T07:00:00.0;313.5533;194.7412;120.9208;73.8204;509.3019;188.3260;117.0433;71.2828;484.0652;1.0000
2020-03-28T07:00:00.0/2020-03-28T08:00:00.0;536.8603;387.6470;282.8445;104.8025;715.8657;387.6470;282.8445;104.8025;715.8657;1.0000
2020-03-28T08:00:00.0/2020-03-28T09:00:00.0;727.3508;560.8445;438.1640;122.6805;822.2725;560.8445;438.1640;122.6805;822.2725;1.0000
2020-03-28T09:00:00.0/2020-03-28T10:00:00.0;872.0574;694.8765;561.8146;133.0620;880.4991;694.8765;561.8146;133.0620;880.4991;1.0000
2020-03-28T10:00:00.0/2020-03-28T11:00:00.0;961.1351;778.2243;639.7828;138.4415;910.1319;718.1765;526.2755;191.9010;752.0544;1.0000
2020-03-28T11:00:00.0/2020-03-28T12:00:00.0;988.5325;804.4105;665.1210;139.2896;920.0309;413.8393;23.5623;390.2770;32.5950;1.0000
2020-03-28T12:00:00.0/2020-03-28T13:00:00.0;952.4055;770.3932;632.6331;137.7601;908.1134;355.4896;12.0206;343.4690;17.3380;1.0000
2020-03-28T13:00:00.0/2020-03-28T14:00:00.0;855.2421;678.8317;545.4247;133.4070;871.3934;340.3445;13.3275;327.0170;21.2951;1.0000
2020-03-28T14:00:00.0/2020-03-28T15:00:00.0;703.6923;538.0655;415.0433;123.0221;804.6218;281.9551;11.7324;270.2227;22.8411;1.0000
2020-03-28T15:00:00.0/2020-03-28T16:00:00.0;508.1143;360.3935;256.2603;104.1331;683.8738;190.8419;7.4236;183.4183;18.4747;1.0000
2020-03-28T16:00:00.0/2020-03-28T17:00:00.0;281.8669;167.3119;97.2100;70.1019;448.7065;88.3498;2.1023;86.2475;9.5922;1.0000
2020-03-28T17:00:00.0/2020-03-28T18:00:00.0;53.9986;21.0802;6.5009;14.5793;76.8074;12.5505;0.0000;12.5504;0.0004;0.8250
2020-03-28T18:00:00.0/2020-03-28T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T19:00:00.0/2020-03-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T20:00:00.0/2020-03-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T21:00:00.0/2020-03-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T22:00:00.0/2020-03-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-28T23:00:00.0/2020-03-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T00:00:00.0/2020-03-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T01:00:00.0/2020-03-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T02:00:00.0/2020-03-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T03:00:00.0/2020-03-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T04:00:00.0/2020-03-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T05:00:00.0/2020-03-29T06:00:00.0;84.0962;40.3303;19.7796;20.5507;195.3484;40.3303;19.7796;20.5507;195.3484;0.6833
2020-03-29T06:00:00.0/2020-03-29T07:00:00.0;321.2064;211.9279;147.6614;64.2665;612.8906;187.1630;108.0399;79.1231;481.6583;1.0000
2020-03-29T07:00:00.0/2020-03-29T08:00:00.0;544.1664;404.7502;313.9449;90.8053;784.9229;128.5331;0.3405;128.1927;1.0293;1.0000
2020-03-29T08:00:00.0/2020-03-29T09:00:00.0;734.2700;575.5624;466.0672;109.4952;866.3931;173.2304;0.0552;173.1753;0.1030;1.0000
2020-03-29T09:00:00.0/2020-03-29T10:00:00.0;878.5762;707.1689;584.9900;122.1789;909.6295;273.9303;9.9328;263.9976;14.7842;1.0000
2020-03-29T10:00:00.0/2020-03-29T11:00:00.0;967.2673;788.3393;658.5920;129.7472;930.4598;284.7363;5.1561;279.5802;7.4551;1.0000
2020-03-29T11:00:00.0/2020-03-29T12:00:00.0;994.3187;812.3286;678.9451;133.3834;933.1511;301.1564;2.4672;298.6893;3.3970;1.0000
2020-03-29T12:00:00.0/2020-03-29T13:00:00.0;957.9098;776.5438;641.9948;134.5490;915.7076;315.1899;3.7279;311.4620;5.3795;1.0000
2020-03-29T13:00:00.0/2020-03-29T14:00:00.0;860.5480;683.7071;551.1749;132.5322;874.6009;354.9564;17.3599;337.5965;27.5111;1.0000
2020-03-29T14:00:00.0/2020-03-29T15:00:00.0;708.8972;541.8310;417.6580;124.1729;803.1945;274.8176;18.3934;256.4241;34.4153;1.0000
2020-03-29T15:00:00.0/2020-03-29T16:00:00.0;513.3223;363.3018;256.6042;106.6976;677.2773;305.2793;163.0895;142.1897;458.9193;1.0000
2020-03-29T16:00:00.0/2020-03-29T17:00:00.0;287.1819;169.7018;97.0190;72.6828;439.5115;122.0855;54.5393;67.5462;230.5696;1.0000
2020-03-29T17:00:00.0/2020-03-29T18:00:00.0;57.7310;22.5115;6.8659;15.6456;78.9909;22.5115;6.8659;15.6456;78.9909;0.8083
2020-03-29T18:00:00.0/2020-03-29T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T19:00:00.0/2020-03-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T20:00:00.0/2020-03-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T21:00:00.0/2020-03-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T22:00:00.0/2020-03-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-29T23:00:00.0/2020-03-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T00:00:00.0/2020-03-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T01:00:00.0/2020-03-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T02:00:00.0/2020-03-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T03:00:00.0/2020-03-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T04:00:00.0/2020-03-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T05:00:00.0/2020-03-30T06:00:00.0;90.7642;45.1723;24.1392;21.0331;231.4603;6.7603;0.0000;6.7603;0.0000;0.6667
2020-03-30T06:00:00.0/2020-03-30T07:00:00.0;328.8114;222.4652;163.6426;58.8226;664.6965;87.5352;42.1121;45.4232;137.2350;1.0000
2020-03-30T07:00:00.0/2020-03-30T08:00:00.0;551.4146;417.9441;340.3827;77.5614;839.5289;339.9394;271.2111;68.7283;645.5589;1.0000
2020-03-30T08:00:00.0/2020-03-30T09:00:00.0;741.1231;590.6939;502.8322;87.8617;925.5558;590.2609;501.6788;88.5820;923.6308;1.0000
2020-03-30T09:00:00.0/2020-03-30T10:00:00.0;885.0232;722.9199;627.2840;95.6359;967.8317;710.1371;593.1346;117.0025;912.8435;1.0000
2020-03-30T10:00:00.0/2020-03-30T11:00:00.0;973.3250;803.9437;701.2574;102.6863;984.0262;694.2717;455.4677;238.8040;644.4160;1.0000
2020-03-30T11:00:00.0/2020-03-30T12:00:00.0;1000.0304;828.0773;721.1788;106.8984;984.9713;811.5692;681.5977;129.9715;930.8128;1.0000
2020-03-30T12:00:00.0/2020-03-30T13:00:00.0;963.3428;794.7798;691.6242;103.1556;980.5422;577.0374;422.7428;154.2946;599.3074;1.0000
2020-03-30T13:00:00.0/2020-03-30T14:00:00.0;865.7887;706.8835;615.0842;91.7994;970.0464;701.8375;610.2860;91.5515;961.8716;1.0000
2020-03-30T14:00:00.0/2020-03-30T15:00:00.0;714.0450;570.1210;491.9664;78.1546;940.0790;151.7841;37.7858;113.9983;65.4577;1.0000
2020-03-30T15:00:00.0/2020-03-30T16:00:00.0;518.4832;395.2007;331.4923;63.7084;869.5579;104.7682;0.0106;104.7576;0.0258;1.0000
2020-03-30T16:00:00.0/2020-03-30T17:00:00.0;292.4610;199.5351;154.2130;45.3221;703.0001;72.9383;0.0033;72.9350;0.0182;1.0000
2020-03-30T17:00:00.0/2020-03-30T18:00:00.0;61.5345;31.0322;18.4728;12.5594;219.8624;17.6915;0.0001;17.6914;0.0012;0.8000
2020-03-30T18:00:00.0/2020-03-30T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T19:00:00.0/2020-03-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T20:00:00.0/2020-03-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T21:00:00.0/2020-03-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T22:00:00.0/2020-03-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-30T23:00:00.0/2020-03-31T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T00:00:00.0/2020-03-31T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T01:00:00.0/2020-03-31T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T02:00:00.0/2020-03-31T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T03:00:00.0/2020-03-31T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T04:00:00.0/2020-03-31T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T05:00:00.0/2020-03-31T06:00:00.0;97.6576;57.3327;38.8066;18.5261;378.2330;57.3327;38.8066;18.5261;378.2330;0.6500
2020-03-31T06:00:00.0/2020-03-31T07:00:00.0;336.3654;250.5017;204.3653;46.1363;817.3319;250.5017;204.3653;46.1363;817.3319;1.0000
2020-03-31T07:00:00.0/2020-03-31T08:00:00.0;558.6019;453.0837;393.4697;59.6140;958.7200;453.0837;393.4697;59.6140;958.7200;1.0000
2020-03-31T08:00:00.0/2020-03-31T09:00:00.0;747.9078;630.7218;563.1047;67.6171;1026.8981;630.7218;563.1047;67.6171;1026.8981;1.0000
2020-03-31T09:00:00.0/2020-03-31T10:00:00.0;891.3965;766.0146;693.0778;72.9368;1061.1558;766.0146;693.0778;72.9368;1061.1558;1.0000
2020-03-31T10:00:00.0/2020-03-31T11:00:00.0;979.3065;848.1485;771.6763;76.4722;1075.6140;848.1485;771.6763;76.4722;1075.6140;1.0000
2020-03-31T11:00:00.0/2020-03-31T12:00:00.0;1005.6666;871.8944;794.0444;77.8499;1077.7942;871.8944;794.0444;77.8499;1077.7942;1.0000
2020-03-31T12:00:00.0/2020-03-31T13:00:00.0;968.7037;835.2108;758.3286;76.8822;1068.4750;835.2108;758.3286;76.8822;1068.4750;1.0000
2020-03-31T13:00:00.0/2020-03-31T14:00:00.0;870.9634;741.0615;667.5693;73.4923;1045.8418;740.0449;665.0565;74.9884;1041.5902;1.0000
2020-03-31T14:00:00.0/2020-03-31T15:00:00.0;719.1352;597.1828;529.6093;67.5735;1004.0878;512.0302;324.8691;187.1611;616.6806;1.0000
2020-03-31T15:00:00.0/2020-03-31T16:00:00.0;523.5966;415.7070;357.3766;58.3304;928.1101;411.3152;347.5318;63.7834;906.2748;1.0000
2020-03-31T16:00:00.0/2020-03-31T17:00:00.0;297.7036;213.7960;170.6408;43.1552;766.0474;213.7960;170.6408;43.1552;766.0474;1.0000
2020-03-31T17:00:00.0/2020-03-31T18:00:00.0;65.4710;35.6481;22.6482;12.9999;263.8007;35.6481;22.6482;12.9999;263.8007;0.7917
2020-03-31T18:00:00.0/2020-03-31T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T19:00:00.0/2020-03-31T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T20:00:00.0/2020-03-31T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T21:00:00.0/2020-03-31T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T22:00:00.0/2020-03-31T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-31T23:00:00.0/2020-04-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T00:00:00.0/2020-04-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T01:00:00.0/2020-04-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T02:00:00.0/2020-04-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T03:00:00.0/2020-04-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T04:00:00.0/2020-04-01T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T05:00:00.0/2020-04-01T06:00:00.0;104.7707;58.5524;35.7856;22.7668;329.3235;58.5524;35.7856;22.7668;329.3235;0.6333
2020-04-01T06:00:00.0/2020-04-01T07:00:00.0;343.8652;249.3141;193.9410;55.3731;756.5919;249.3141;193.9410;55.3731;756.5919;1.0000
2020-04-01T07:00:00.0/2020-04-01T08:00:00.0;565.7258;450.4062;379.8896;70.5166;913.0180;450.4062;379.8896;70.5166;913.0180;1.0000
2020-04-01T08:00:00.0/2020-04-01T09:00:00.0;754.6216;626.4476;547.9747;78.4729;989.7047;626.4476;547.9747;78.4729;989.7047;1.0000
2020-04-01T09:00:00.0/2020-04-01T10:00:00.0;897.6942;759.4999;675.8248;83.6750;1026.8872;759.4999;675.8248;83.6750;1026.8872;1.0000
2020-04-01T10:00:00.0/2020-04-01T11:00:00.0;985.2104;840.0232;752.4528;87.5705;1041.9282;790.3937;636.5303;153.8634;884.6239;1.0000
2020-04-01T11:00:00.0/2020-04-01T12:00:00.0;1011.2261;863.3555;774.3071;89.0484;1044.6241;621.6304;262.7549;358.8755;354.4716;1.0000
2020-04-01T12:00:00.0/2020-04-01T13:00:00.0;973.9918;826.7748;738.3974;88.3773;1034.1320;551.9351;128.2197;423.7154;180.1131;1.0000
2020-04-01T13:00:00.0/2020-04-01T14:00:00.0;876.0716;733.1964;647.8098;85.3865;1008.3270;528.0748;200.3340;327.7408;321.5409;1.0000
2020-04-01T14:00:00.0/2020-04-01T15:00:00.0;724.1675;590.2107;510.9055;79.3052;961.1628;590.2107;510.9055;79.3052;961.1628;1.0000
2020-04-01T15:00:00.0/2020-04-01T16:00:00.0;528.6622;409.8583;341.3146;68.5437;876.9117;409.8583;341.3146;68.5437;876.9117;1.0000
2020-04-01T16:00:00.0/2020-04-01T17:00:00.0;302.9094;209.8969;159.6357;50.2612;701.8697;209.8969;159.6357;50.2612;701.8697;1.0000
2020-04-01T17:00:00.0/2020-04-01T18:00:00.0;69.4938;35.5335;20.2725;15.2610;225.5563;35.5335;20.2725;15.2610;225.5563;0.7750
2020-04-01T18:00:00.0/2020-04-01T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T19:00:00.0/2020-04-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T20:00:00.0/2020-04-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T21:00:00.0/2020-04-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T22:00:00.0/2020-04-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-01T23:00:00.0/2020-04-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-02T00:00:00.0/2020-04-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-02T01:00:00.0/2020-04-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-02T02:00:00.0/2020-04-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-02T03:00:00.0/2020-04-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-02T04:00:00.0/2020-04-02T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-04-02T05:00:00.0/2020-04-02T06:00:00.0;112.0976;60.4048;34.9658;25.4391;308.0752;60.4048;34.9658;25.4391;308.0752;0.7417
2020-04-02T06:00:00.0/2020-04-02T07:00:00.0;351.3079;248.5298;187.0434;61.4864;713.4504;248.5298;187.0434;61.4864;713.4504;1.0000
2020-04-02T07:00:00.0/2020-04-02T08:00:00.0;572.7836;447.3761;366.8601;80.5160;870.2059;447.3761;366.8601;80.5160;870.2059;1.0000
